Time,Action,Indoor_Temperature,Ambient_Temperature,Solar_Radiation,Set_Heat_Temperature,Set_Cool_Temperature,Cop,Heat_Pump_Power,Emission_circuit_pump_electrical_power,Electrical_power_heat_pump_evaporator_fan,Occupants,Occupancy_Gain,Q_Heat_PumpreaQHeaPumCon_y,reaQHeaPumEva_y,Q_Heat_Pump,reaQHeaPumCon_y
35.83333333,0.557270795,22.00918453,4.5,0,21,24,3.280922701,2278.134145,20.49864428,510.2040816,5,219,,-5196.247886,7326.948963,7474.382031
35.875,0.163605156,22.08112169,4.4,0,21,24,2.173278792,1432.855887,20.49864428,510.2040816,5,219,,-1681.139424,3294.888308,3113.995311
35.91666667,0.139626102,21.95317451,4.4,0,21,24,2.05437173,1380.552609,20.49864428,510.2040816,5,219,,-1455.615643,2973.113003,2836.168252
35.95833333,0.182275163,21.79931411,3.7,0,21,24,2.253923149,1462.253713,20.49864428,510.2040816,5,219,,-1833.553781,3375.268906,3295.807495
36,0.566895298,21.88346248,5,0,21,24,3.358293349,2300.678523,20.49864428,510.2040816,5,219,,-5425.674858,7497.763625,7726.353381
36.04166667,0.538845842,22.07538866,4.1,0,21,24,3.217086885,2234.44552,20.49864428,510.2040816,5,219,,-4953.959857,7095.559777,7188.405377
36.08333333,0.141537114,21.95864739,2,0,21,24,1.958209125,1374.934855,20.49864428,510.2040816,5,219,,-1317.475124,2920.496928,2692.409979
36.125,0.180450869,21.7951775,3.1,0,21,24,2.208883173,1456.425209,20.49864428,510.2040816,5,219,,-1760.647928,3334.933765,3217.073137
36.16666667,0.234940832,21.66786927,2.8,0,21,24,2.433458791,1562.816792,20.49864428,510.2040816,5,219,,-2240.233469,3862.929475,3803.050261
36.20833333,0.610710243,21.72926083,3.2,0,21,24,3.276525378,2357.595845,20.49864428,510.2040816,5,219,,-5367.126773,7522.099613,7724.722618
36.25,0.590246391,21.96264227,4.4,0,21,24,3.302540336,2353.809317,20.49864428,510.2040816,5,219,,-5419.740897,7636.473948,7773.550215
36.29166667,0.179119245,21.93298869,2.5,0,15,30,2.159115488,1454.072956,20.49864428,510.2040816,5,219,,-1685.438484,3353.848305,3139.51144
36.33333333,0.189003769,21.64664823,1.7,0,15,30,2.178842824,1465.178844,20.49864428,510.2040816,0,0,,-1727.215566,3339.501432,3192.394411
36.375,0.28445059,21.4958146,2.1,0,15,30,2.565841027,1656.756326,20.49864428,510.2040816,0,0,,-2594.217027,4297.692725,4250.973354
36.41666667,0.668061799,21.64294196,3.1,74.53404669,15,30,3.321636468,2481.193038,20.49864428,510.2040816,0,0,,-5760.42824,8016.75282,8241.621278
36.45833333,0.619019348,22.25438215,3.1,297.6394608,15,30,3.225526716,2393.319957,20.49864428,510.2040816,0,0,,-5326.397502,7530.814096,7719.717459
36.5,0.081872616,22.81562518,2.9,263.7721563,15,30,1.632270774,1260.466933,20.49864428,510.2040816,0,0,,-796.9564036,2199.910031,2057.423337
36.54166667,0,22.95232749,9.4,86.39808619,15,30,1,0,0,0,0,0,,0,0,-1.73E-12
36.58333333,0,22.38116065,4.4,0,15,30,1,0,0,0,0,0,,0,0,-1.73E-12
36.625,0.372946451,22.26608791,3.5,74.75536315,15,30,2.906345084,1853.976672,20.49864428,510.2040816,0,0,,-3534.319315,5243.819767,5388.295987
36.66666667,0.41130403,22.79472609,5.6,213.8499649,15,30,3.106942267,1976.282688,20.49864428,510.2040816,0,0,,-4163.913525,5937.559792,6140.196213
36.70833333,0,22.99077515,5.5,194.0834905,15,30,1,0,0,0,0,0,,0,0,-1.73E-12
36.75,0,22.57381656,5,24.89477041,15,30,1,0,0,0,0,0,,0,0,-1.73E-12
36.79166667,0,22.01784018,5.1,0,15,30,1,0,0,0,0,0,,0,0,-1.73E-12
36.83333333,0.494053273,21.9384651,4.3,0,21,24,3.23463242,2116.608099,20.49864428,510.2040816,5,219,,-4729.841079,6613.159791,6846.449179
36.875,0.520511632,22.15465577,4.4,0,21,24,3.24060773,2189.553193,20.49864428,510.2040816,5,219,,-4905.929808,6929.461635,7095.483
36.91666667,0.115114745,22.17125847,4.7,0,21,24,1.91540684,1332.055206,20.49864428,510.2040816,5,219,,-1219.372446,2731.853897,2551.427652
36.95833333,0.10958051,22.02140957,4.4,0,21,24,1.877831525,1317.621472,20.49864428,510.2040816,5,219,,-1156.649666,2599.832475,2474.271138
37,0.159530144,21.91595679,5.2,0,21,24,2.21088889,1423.71022,20.49864428,510.2040816,5,219,,-1723.954888,3201.078949,3147.665107
37.04166667,0.528014403,22.00366527,5.5,0,21,24,3.345769173,2222.987068,20.49864428,510.2040816,5,219,,-5214.614536,7209.072328,7437.601605
37.08333333,0.498778244,22.21554311,5.7,0,21,24,3.27387485,2174.895718,20.49864428,510.2040816,5,219,,-4945.440674,6995.320256,7120.336392
37.125,0.094818962,22.20995626,5.7,0,21,24,1.809963511,1294.528918,20.49864428,510.2040816,5,219,,-1048.521188,2565.278717,2343.050106
37.16666667,0.096681246,21.97693193,3.9,0,21,24,1.775984989,1289.937492,20.49864428,510.2040816,5,219,,-1000.97213,2448.146542,2290.909621
37.20833333,0.174356024,21.81380241,4.1,0,21,24,2.237722493,1447.871321,20.49864428,510.2040816,5,219,,-1792.0629,3302.811151,3239.934221
37.25,0.562065864,21.83002241,3.3,0,21,24,3.235629427,2252.488147,20.49864428,510.2040816,5,219,,-5035.728786,7096.220222,7288.216933
37.29166667,0.556659197,21.95890955,2.9,0,15,30,3.163767805,2245.211624,20.49864428,510.2040816,5,219,,-4858.116628,7001.480993,7103.328252
37.33333333,0.180363483,21.7668746,0.8,0,15,30,2.09151798,1444.719969,20.49864428,510.2040816,0,0,,-1576.937823,3229.843992,3021.657792
37.375,0.244375134,21.57818891,1.2,0,15,30,2.374677955,1570.216902,20.49864428,510.2040816,0,0,,-2158.542559,3826.800378,3728.759461
37.41666667,0.307270362,21.44017233,0.3,0,15,30,2.527848835,1683.917946,20.49864428,510.2040816,0,0,,-2572.772072,4310.504573,4256.690018
37.45833333,0.686609223,21.52219642,0.9,0,15,30,3.178579064,2465.9524,20.49864428,510.2040816,0,0,,-5372.272272,7651.310103,7838.224672
37.5,0.659267862,21.70043297,0.2,0,15,30,3.066172862,2407.185163,20.49864428,510.2040816,0,0,,-4973.660658,7297.790965,7380.845822
37.54166667,0.266522344,21.70924222,0.2,0,15,30,2.371809673,1610.926289,20.49864428,510.2040816,0,0,,-2209.884265,3987.727746,3820.810554
37.58333333,0.263585928,21.6480243,0.2,3.572916667,15,30,2.376373484,1601.363841,20.49864428,510.2040816,0,0,,-2204.074729,3914.220908,3805.43857
37.625,0.283991899,21.68016633,0.9,4.09672619,15,30,2.488259412,1645.579684,20.49864428,510.2040816,0,0,,-2449.049453,4141.981387,4094.629136
37.66666667,0.606611222,21.79563288,1.5,0.330357143,15,30,3.137378635,2315.363343,20.49864428,510.2040816,0,0,,-4948.808142,7096.611765,7264.171485
37.70833333,0.568122372,21.80707042,-0.2,0,15,30,2.9400958,2212.607257,20.49864428,510.2040816,0,0,,-4292.670045,6478.646637,6505.277302
37.75,0.230976527,21.74354106,-0.3,0,15,30,2.229218088,1536.792687,20.49864428,510.2040816,0,0,,-1889.053368,3602.464071,3425.846054
37.79166667,0.252152982,21.49185454,-0.2,0,15,30,2.320264189,1574.860823,20.49864428,510.2040816,0,0,,-2079.232347,3775.389974,3654.09317
37.83333333,0.336048485,21.29260127,-0.8,0,21,24,2.533310997,1728.933989,20.49864428,510.2040816,5,219,,-2650.993498,4440.963449,4379.927487
37.875,0.735799575,21.36944908,-0.8,0,21,24,3.083439206,2527.329756,20.49864428,510.2040816,5,219,,-5265.5379,7627.608528,7792.867656
37.91666667,0.710183641,21.48677148,-0.9,0,21,24,3.02547443,2486.05619,20.49864428,510.2040816,5,219,,-5035.443243,7440.344582,7521.499433
37.95833333,0.337742841,21.46657933,-0.7,0,21,24,2.514422214,1741.865957,20.49864428,510.2040816,5,219,,-2637.920499,4527.363845,4379.786455
38,0.344473558,21.35658373,-0.6,0,21,24,2.551350986,1751.879155,20.49864428,510.2040816,5,219,,-2717.779455,4565.016188,4469.65861
38.04166667,0.381138758,21.24685921,-0.6,0,21,24,2.64311737,1820.90953,20.49864428,510.2040816,5,219,,-2991.968078,4868.668636,4812.877608
38.08333333,0.75104693,21.2995712,-0.4,0,21,24,3.114461088,2572.626976,20.49864428,510.2040816,5,219,,-5439.719633,7855.021405,8012.346609
38.125,0.733476265,21.44692874,-0.2,0,21,24,3.086867938,2554.654304,20.49864428,510.2040816,5,219,,-5331.226159,7796.70521,7885.880463
38.16666667,0.351023752,21.47317105,0.2,0,21,24,2.597625923,1779.96703,20.49864428,510.2040816,5,219,,-2843.721469,4771.616398,4623.688499
38.20833333,0.342276317,21.37078269,-0.1,0,21,24,2.572726039,1754.77502,20.49864428,510.2040816,5,219,,-2759.780367,4623.109669,4514.555387
38.25,0.376405769,21.28215994,0,0,21,24,2.668656045,1820.358262,20.49864428,510.2040816,5,219,,-3037.551819,4920.082168,4857.910081
38.29166667,0.739280021,21.28723114,-0.6,0,15,30,3.085863252,2546.00574,20.49864428,510.2040816,5,219,,-5310.619812,7725.674805,7856.625552
38.33333333,0.73758962,21.34434779,-0.2,0,15,30,3.088699155,2564.014269,20.49864428,510.2040816,0,0,,-5355.454438,7839.546921,7919.468707
38.375,0.385217402,21.31101623,-0.5,0,15,30,2.627314717,1840.050466,20.49864428,510.2040816,0,0,,-2994.341203,4985.183441,4834.391669
38.41666667,0.396327922,21.20002144,-0.8,22.60755814,15,30,2.645654882,1853.289206,20.49864428,510.2040816,0,0,,-3049.87443,5001.914958,4903.163636
38.45833333,0.433326186,21.34630542,-1.1,203.5842735,15,30,2.701614299,1919.61158,20.49864428,510.2040816,0,0,,-3266.438513,5200.069928,5186.050093
38.5,0.717898193,22.0840346,-0.3,360.2045858,15,30,3.068507102,2519.145473,20.49864428,510.2040816,0,0,,-5210.870301,7453.184909,7730.015774
38.54166667,0.471988467,22.85805672,0.5,401.9238951,15,30,2.814309229,2042.32361,20.49864428,510.2040816,0,0,,-3705.406574,5607.739379,5747.730184
38.58333333,0,23.28478026,1.4,505.5551855,15,30,1,0,0,0,0,0,,0,0,-1.73E-12
38.625,0,23.46434001,1.7,377.5233507,15,30,1,0,0,0,0,0,,0,0,-1.73E-12
